Interface,No.,Time,Source,Destination,Protocol,Length,Info
s1-eth1,3042,2024-09-05 02:01:11.815,115.107.48.140,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3043,2024-09-05 02:01:11.815,115.107.48.140,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3043,2024-09-05 02:01:11.815,234.88.189.191,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3044,2024-09-05 02:01:11.815,234.88.189.191,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3044,2024-09-05 02:01:11.815,138.210.210.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3045,2024-09-05 02:01:11.815,138.210.210.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3045,2024-09-05 02:01:11.815,197.129.153.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3046,2024-09-05 02:01:11.815,197.129.153.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3046,2024-09-05 02:01:11.815,220.47.11.107,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3047,2024-09-05 02:01:11.815,220.47.11.107,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3047,2024-09-05 02:01:11.815,59.26.152.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3048,2024-09-05 02:01:11.815,144.114.172.152,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3049,2024-09-05 02:01:11.815,112.189.172.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3063,2024-09-05 02:01:11.816,60.170.129.32,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3064,2024-09-05 02:01:11.816,183.212.91.217,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3048,2024-09-05 02:01:11.815,59.26.152.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3049,2024-09-05 02:01:11.815,144.114.172.152,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3050,2024-09-05 02:01:11.815,55.197.171.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3051,2024-09-05 02:01:11.815,0.89.67.107,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3065,2024-09-05 02:01:11.816,235.161.61.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3066,2024-09-05 02:01:11.816,171.206.118.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3067,2024-09-05 02:01:11.816,130.25.174.114,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3068,2024-09-05 02:01:11.816,159.54.229.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3069,2024-09-05 02:01:11.816,150.114.172.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3070,2024-09-05 02:01:11.816,70.204.48.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3050,2024-09-05 02:01:11.815,112.189.172.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3051,2024-09-05 02:01:11.815,55.197.171.48,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3052,2024-09-05 02:01:11.815,0.89.67.107,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3052,2024-09-05 02:01:11.815,32.31.204.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3053,2024-09-05 02:01:11.815,32.31.204.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3053,2024-09-05 02:01:11.815,144.59.244.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3054,2024-09-05 02:01:11.815,144.59.244.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3055,2024-09-05 02:01:11.815,229.199.80.202,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3071,2024-09-05 02:01:11.816,195.162.246.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3072,2024-09-05 02:01:11.816,171.175.107.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3054,2024-09-05 02:01:11.815,229.199.80.202,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3055,2024-09-05 02:01:11.815,254.16.254.63,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3056,2024-09-05 02:01:11.815,254.16.254.63,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3056,2024-09-05 02:01:11.815,118.61.112.186,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3057,2024-09-05 02:01:11.815,118.61.112.186,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3057,2024-09-05 02:01:11.815,80.15.212.115,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3058,2024-09-05 02:01:11.815,80.15.212.115,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3059,2024-09-05 02:01:11.816,165.184.212.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3073,2024-09-05 02:01:11.816,204.173.18.243,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3074,2024-09-05 02:01:11.816,89.171.248.219,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3058,2024-09-05 02:01:11.816,165.184.212.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3059,2024-09-05 02:01:11.816,54.193.25.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3060,2024-09-05 02:01:11.816,54.193.25.70,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3061,2024-09-05 02:01:11.816,189.165.15.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3062,2024-09-05 02:01:11.816,11.220.156.166,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3075,2024-09-05 02:01:11.816,79.64.138.11,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3076,2024-09-05 02:01:11.816,70.4.175.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3077,2024-09-05 02:01:11.816,50.202.99.248,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3078,2024-09-05 02:01:11.816,109.20.41.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3079,2024-09-05 02:01:11.816,101.156.112.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3060,2024-09-05 02:01:11.816,189.165.15.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3061,2024-09-05 02:01:11.816,11.220.156.166,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3063,2024-09-05 02:01:11.816,114.163.220.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3064,2024-09-05 02:01:11.816,60.170.129.32,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3080,2024-09-05 02:01:11.816,179.22.58.98,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3081,2024-09-05 02:01:11.816,248.93.111.181,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3082,2024-09-05 02:01:11.816,177.135.27.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3083,2024-09-05 02:01:11.816,222.113.171.38,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3084,2024-09-05 02:01:11.816,202.192.134.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3085,2024-09-05 02:01:11.816,253.185.166.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3062,2024-09-05 02:01:11.816,114.163.220.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3063,2024-09-05 02:01:11.816,60.170.129.32,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3064,2024-09-05 02:01:11.816,183.212.91.217,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3065,2024-09-05 02:01:11.816,183.212.91.217,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3065,2024-09-05 02:01:11.816,235.161.61.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3066,2024-09-05 02:01:11.816,235.161.61.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3067,2024-09-05 02:01:11.816,171.206.118.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3068,2024-09-05 02:01:11.816,130.25.174.114,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3069,2024-09-05 02:01:11.816,159.54.229.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3086,2024-09-05 02:01:11.816,235.165.59.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3066,2024-09-05 02:01:11.816,171.206.118.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3067,2024-09-05 02:01:11.816,130.25.174.114,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3070,2024-09-05 02:01:11.816,150.114.172.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3071,2024-09-05 02:01:11.816,70.204.48.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3087,2024-09-05 02:01:11.816,26.54.174.88,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3088,2024-09-05 02:01:11.816,92.8.129.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3089,2024-09-05 02:01:11.816,197.28.235.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3090,2024-09-05 02:01:11.816,48.220.64.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3091,2024-09-05 02:01:11.816,59.93.189.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3092,2024-09-05 02:01:11.816,158.149.18.165,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3068,2024-09-05 02:01:11.816,159.54.229.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3069,2024-09-05 02:01:11.816,150.114.172.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3070,2024-09-05 02:01:11.816,70.204.48.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3072,2024-09-05 02:01:11.816,195.162.246.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3093,2024-09-05 02:01:11.816,114.53.22.207,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3094,2024-09-05 02:01:11.816,163.147.246.89,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3095,2024-09-05 02:01:11.816,22.38.124.135,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3096,2024-09-05 02:01:11.816,100.100.28.54,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3097,2024-09-05 02:01:11.816,179.248.177.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3098,2024-09-05 02:01:11.816,11.187.25.158,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3071,2024-09-05 02:01:11.816,195.162.246.40,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3072,2024-09-05 02:01:11.816,171.175.107.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3073,2024-09-05 02:01:11.816,171.175.107.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3073,2024-09-05 02:01:11.816,204.173.18.243,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3074,2024-09-05 02:01:11.816,204.173.18.243,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3075,2024-09-05 02:01:11.816,89.171.248.219,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3076,2024-09-05 02:01:11.816,79.64.138.11,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3099,2024-09-05 02:01:11.816,118.20.171.234,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3100,2024-09-05 02:01:11.816,54.184.215.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3101,2024-09-05 02:01:11.816,2.68.207.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3074,2024-09-05 02:01:11.816,89.171.248.219,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3075,2024-09-05 02:01:11.816,79.64.138.11,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3077,2024-09-05 02:01:11.816,70.4.175.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3078,2024-09-05 02:01:11.816,50.202.99.248,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3102,2024-09-05 02:01:11.816,207.191.229.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3103,2024-09-05 02:01:11.816,114.67.59.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3104,2024-09-05 02:01:11.816,33.234.165.63,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3076,2024-09-05 02:01:11.816,70.4.175.189,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3105,2024-09-05 02:01:11.816,22.251.161.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3079,2024-09-05 02:01:11.816,109.20.41.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3077,2024-09-05 02:01:11.816,50.202.99.248,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3078,2024-09-05 02:01:11.816,109.20.41.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3079,2024-09-05 02:01:11.816,101.156.112.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3080,2024-09-05 02:01:11.816,101.156.112.60,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3080,2024-09-05 02:01:11.816,179.22.58.98,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3081,2024-09-05 02:01:11.816,179.22.58.98,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3082,2024-09-05 02:01:11.816,248.93.111.181,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3106,2024-09-05 02:01:11.816,116.159.244.65,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3107,2024-09-05 02:01:11.816,195.128.58.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3108,2024-09-05 02:01:11.816,144.215.235.18,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3081,2024-09-05 02:01:11.816,248.93.111.181,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3082,2024-09-05 02:01:11.816,177.135.27.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3083,2024-09-05 02:01:11.816,177.135.27.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3084,2024-09-05 02:01:11.816,222.113.171.38,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3085,2024-09-05 02:01:11.816,202.192.134.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3109,2024-09-05 02:01:11.816,59.153.186.49,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3110,2024-09-05 02:01:11.816,59.249.59.191,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3111,2024-09-05 02:01:11.816,47.107.153.204,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3112,2024-09-05 02:01:11.816,249.146.135.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3083,2024-09-05 02:01:11.816,222.113.171.38,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3084,2024-09-05 02:01:11.816,202.192.134.212,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3086,2024-09-05 02:01:11.816,253.185.166.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3087,2024-09-05 02:01:11.816,235.165.59.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3113,2024-09-05 02:01:11.816,77.124.217.196,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3114,2024-09-05 02:01:11.816,124.75.193.114,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3115,2024-09-05 02:01:11.816,254.83.140.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3116,2024-09-05 02:01:11.816,204.64.59.111,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3088,2024-09-05 02:01:11.816,26.54.174.88,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3089,2024-09-05 02:01:11.816,92.8.129.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3117,2024-09-05 02:01:11.816,117.18.116.98,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3085,2024-09-05 02:01:11.816,253.185.166.4,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3086,2024-09-05 02:01:11.816,235.165.59.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3087,2024-09-05 02:01:11.816,26.54.174.88,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3090,2024-09-05 02:01:11.816,197.28.235.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3091,2024-09-05 02:01:11.816,48.220.64.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3118,2024-09-05 02:01:11.816,27.254.92.185,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3119,2024-09-05 02:01:11.816,63.200.48.184,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3120,2024-09-05 02:01:11.816,50.212.92.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3121,2024-09-05 02:01:11.816,3.243.75.173,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3122,2024-09-05 02:01:11.816,212.71.50.151,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3088,2024-09-05 02:01:11.816,92.8.129.99,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3089,2024-09-05 02:01:11.816,197.28.235.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3090,2024-09-05 02:01:11.816,48.220.64.75,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3092,2024-09-05 02:01:11.816,59.93.189.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3093,2024-09-05 02:01:11.816,158.149.18.165,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3094,2024-09-05 02:01:11.816,114.53.22.207,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3095,2024-09-05 02:01:11.816,163.147.246.89,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3096,2024-09-05 02:01:11.816,22.38.124.135,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3123,2024-09-05 02:01:11.816,31.219.70.50,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3124,2024-09-05 02:01:11.817,15.174.92.242,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3091,2024-09-05 02:01:11.816,59.93.189.174,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3092,2024-09-05 02:01:11.816,158.149.18.165,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3093,2024-09-05 02:01:11.816,114.53.22.207,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3097,2024-09-05 02:01:11.816,100.100.28.54,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3098,2024-09-05 02:01:11.816,179.248.177.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3125,2024-09-05 02:01:11.817,222.129.189.254,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3126,2024-09-05 02:01:11.817,190.80.204.220,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3094,2024-09-05 02:01:11.816,163.147.246.89,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3099,2024-09-05 02:01:11.816,11.187.25.158,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3095,2024-09-05 02:01:11.816,22.38.124.135,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3096,2024-09-05 02:01:11.816,100.100.28.54,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3097,2024-09-05 02:01:11.816,179.248.177.67,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3100,2024-09-05 02:01:11.816,118.20.171.234,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3101,2024-09-05 02:01:11.816,54.184.215.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3127,2024-09-05 02:01:11.817,3.100.116.59,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3128,2024-09-05 02:01:11.817,159.158.28.93,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3098,2024-09-05 02:01:11.816,11.187.25.158,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3099,2024-09-05 02:01:11.816,118.20.171.234,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3102,2024-09-05 02:01:11.816,2.68.207.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3129,2024-09-05 02:01:11.817,126.132.27.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3100,2024-09-05 02:01:11.816,54.184.215.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3101,2024-09-05 02:01:11.816,2.68.207.249,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3102,2024-09-05 02:01:11.816,207.191.229.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3103,2024-09-05 02:01:11.816,207.191.229.126,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3104,2024-09-05 02:01:11.816,114.67.59.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3105,2024-09-05 02:01:11.816,33.234.165.63,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3106,2024-09-05 02:01:11.816,22.251.161.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3130,2024-09-05 02:01:11.817,98.116.207.192,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3131,2024-09-05 02:01:11.817,2.90.96.129,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3132,2024-09-05 02:01:11.817,31.247.58.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3103,2024-09-05 02:01:11.816,114.67.59.61,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3104,2024-09-05 02:01:11.816,33.234.165.63,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3105,2024-09-05 02:01:11.816,22.251.161.134,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3106,2024-09-05 02:01:11.816,116.159.244.65,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3107,2024-09-05 02:01:11.816,116.159.244.65,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3107,2024-09-05 02:01:11.816,195.128.58.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3108,2024-09-05 02:01:11.816,195.128.58.172,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3109,2024-09-05 02:01:11.816,144.215.235.18,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3110,2024-09-05 02:01:11.816,59.153.186.49,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3111,2024-09-05 02:01:11.816,59.249.59.191,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3108,2024-09-05 02:01:11.816,144.215.235.18,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3109,2024-09-05 02:01:11.816,59.153.186.49,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3110,2024-09-05 02:01:11.816,59.249.59.191,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3111,2024-09-05 02:01:11.816,47.107.153.204,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3112,2024-09-05 02:01:11.816,47.107.153.204,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3112,2024-09-05 02:01:11.816,249.146.135.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3113,2024-09-05 02:01:11.816,249.146.135.25,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3114,2024-09-05 02:01:11.816,77.124.217.196,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3115,2024-09-05 02:01:11.816,124.75.193.114,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3133,2024-09-05 02:01:11.817,254.41.129.251,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth1,3113,2024-09-05 02:01:11.816,77.124.217.196,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3116,2024-09-05 02:01:11.816,254.83.140.15,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth3,3117,2024-09-05 02:01:11.816,204.64.59.111,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3134,2024-09-05 02:01:11.817,61.92.16.3,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3135,2024-09-05 02:01:11.817,192.198.53.204,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3136,2024-09-05 02:01:11.817,63.212.34.101,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3137,2024-09-05 02:01:11.817,138.41.232.31,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3138,2024-09-05 02:01:11.817,58.129.111.195,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3139,2024-09-05 02:01:11.817,88.18.81.119,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
s1-eth2,3140,2024-09-05 02:01:11.817,100.3.4.52,192.168.1.10,ICMP,42,"Type: 8, Code: 0"
